ISIN/Cusip,Fund Name,Fund Number,Transaction Type,Purchases,Sales,Holdings,Price per share,Trade Date,Currency,Entity,Comments
US5007541064,Fund 70,Fund 70,Sale,,300,,77.61,3-2-2016,USD,Client 1-2,
US5007541064,Fund 70,Fund 70,Sale,,150,,83.09,6-1-2016,USD,Client 1-2,
US5007541064,Fund 70,Fund 70,Sale,,450,,89.57,9-1-2016,USD,Client 1-2,
US5007541064,Fund 70,Fund 70,Sale,,150,,81.510000000000005,12-1-2016,USD,Client 1-2,
US5007541064,Fund 70,Fund 70,Sale,,120,,91.47,3-1-2017,USD,Client 1-2,
US5007541064,Fund 70,Fund 70,Sale,,180,,77.53,11-1-2017,USD,Client 1-2,
US5007541064,Fund 70,Fund 70,Sale,,1050,,56.807600000000001,5-23-2018,USD,Client 1-2,
US5007541064,Fund 70,Fund 70,End Holdings,,,0,,11-5-2019,USD,Client 1-2,
US5007541064,Fund 72,Fund 72,Beginning Holdings,,,0,,11-5-2015,USD,Client 1-2,
US5007541064,Fund 72,Fund 72,Purchase,13687,,,51.244999999999997,11-21-2018,USD,Client 1-2,
US5007541064,Fund 72,Fund 72,Sale,,13687,,45.364539999999998,1-10-2019,USD,Client 1-2,
US5007541064,Fund 72,Fund 72,End Holdings,,,0,,11-5-2019,USD,Client 1-2,
US5007541064,Fund 82,Fund 82,Beginning Holdings,,,0,,11-5-2015,USD,Client 2,
US5007541064,Fund 82,Fund 82,Purchase,6668,,,31.4925,5-23-2019,USD,Client 2,
US5007541064,Fund 82,Fund 82,End Holdings,,,6668,,11-5-2019,USD,Client 2,
US5007541064,Fund 83,Fund 83,Beginning Holdings,,,0,,11-5-2015,USD,Client 2,
US5007541064,Fund 83,Fund 83,Purchase,5100,,,84.1,5-27-2016,USD,Client 2,
US5007541064,Fund 83,Fund 83,Sale,,5100,,83.184579999999997,5-31-2016,USD,Client 2,
US5007541064,Fund 83,Fund 83,End Holdings,,,0,,11-5-2019,USD,Client 2,
US5007541064,Fund 84,Fund 84,Beginning Holdings,,,0,,11-5-2015,USD,Client 2,
US5007541064,Fund 84,Fund 84,Purchase,1653,,,51.12,11-30-2018,USD,Client 2,
US5007541064,Fund 84,Fund 84,Purchase,1561,,,32.25,4-3-2019,USD,Client 2,
US5007541064,Fund 84,Fund 84,Purchase,1636,,,27.65,5-31-2019,USD,Client 2,
US5007541064,Fund 84,Fund 84,Purchase,3298,,,25.52,8-30-2019,USD,Client 2,
US5007541064,Fund 84,Fund 84,End Holdings,,,8148,,11-5-2019,USD,Client 2,
US5007541064,Fund 85,Fund 85,Beginning Holdings,,,0,,11-5-2015,USD,Client 2,
US5007541064,Fund 85,Fund 85,Purchase,4411,,,91.85,4-19-2017,USD,Client 2,
US5007541064,Fund 85,Fund 85,Sale,,4411,,90.864199999999997,4-27-2017,USD,Client 2,
US5007541064,Fund 85,Fund 85,Purchase,75849,,,28.003149000000001,9-26-2019,USD,Client 2,
US5007541064,Fund 85,Fund 85,End Holdings,,,75849,,11-5-2019,USD,Client 2,
US5007541064,Fund 87,Fund 87,Beginning Holdings,,,0,,11-5-2015,USD,Client 2,
US5007541064,Fund 87,Fund 87,Purchase,1965,,,87.651944999999998,1-12-2017,USD,Client 2,
US5007541064,Fund 87,Fund 87,Sale,,1965,,76.747292999999999,10-19-2017,USD,Client 2,
US5007541064,Fund 87,Fund 87,End Holdings,,,0,,11-5-2019,USD,Client 2,
US5007541064,Fund 89,Fund 89,Beginning Holdings,,,0,,11-5-2015,USD,Client 2,
US5007541064,Fund 89,Fund 89,Purchase,24293,,,87.651944999999998,1-12-2017,USD,Client 2,
US5007541064,Fund 89,Fund 89,Purchase,2807,,,82.77,7-10-2017,USD,Client 2,
US5007541064,Fund 89,Fund 89,Purchase,4241,,,78.258021999999997,9-27-2017,USD,Client 2,
US5007541064,Fund 89,Fund 89,Purchase,6731,,,79.930000000000007,11-20-2017,USD,Client 2,
US5007541064,Fund 89,Fund 89,Purchase,994,,,80.010000000000005,11-21-2017,USD,Client 2,
US5007541064,Fund 89,Fund 89,Purchase,18000,,,60.102376999999997,4-19-2018,USD,Client 2,
US5007541064,Fund 89,Fund 89,Purchase,3972,,,55.420718000000001,5-3-2018,USD,Client 2,
US5007541064,Fund 89,Fund 89,Purchase,4599,,,50.978217000000001,11-28-2018,USD,Client 2,
US5007541064,Fund 89,Fund 89,Purchase,3196,,,46.858071000000002,12-18-2018,USD,Client 2,
US5007541064,Fund 89,Fund 89,Purchase,4633,,,45.248812999999998,1-8-2019,USD,Client 2,
US5007541064,Fund 89,Fund 89,Purchase,37000,,,34.869891000000003,2-22-2019,USD,Client 2,
US5007541064,Fund 89,Fund 89,Purchase,13758,,,32.075000000000003,5-21-2019,USD,Client 2,
US5007541064,Fund 89,Fund 89,End Holdings,,,124224,,11-5-2019,USD,Client 2,
US5007541064,Fund 90,Fund 90,Beginning Holdings,,,0,,11-5-2015,USD,Client 2,
US5007541064,Fund 90,Fund 90,Purchase,7299,,,28.003149000000001,9-26-2019,USD,Client 2,
US5007541064,Fund 90,Fund 90,End Holdings,,,7299,,11-5-2019,USD,Client 2,
US5007541064,Fund 93,Fund 93,Beginning Holdings,,,21618,,11-5-2015,USD,Client 2,
US5007541064,Fund 93,Fund 93,Purchase,900,,,71.180000000000007,1-8-2016,USD,Client 2,
US5007541064,Fund 93,Fund 93,Purchase,1400,,,78.03,3-16-2016,USD,Client 2,
US5007541064,Fund 93,Fund 93,Purchase,1200,,,89.49,8-31-2016,USD,Client 2,
US5007541064,Fund 93,Fund 93,Sale,,1400,,81.650000000000006,11-30-2016,USD,Client 2,
US5007541064,Fund 93,Fund 93,Sale,,1100,,90.83,4-11-2017,USD,Client 2,
US5007541064,Fund 93,Fund 93,Sale,,1800,,77.38,12-20-2017,USD,Client 2,
US5007541064,Fund 93,Fund 93,End Holdings,,,20818,,11-5-2019,USD,Client 2,
US5007541064,Fund 97,Fund 97,Beginning Holdings,,,9901,,11-5-2015,USD,Client 2,
US5007541064,Fund 97,Fund 97,Purchase,600,,,76.67,3-9-2016,USD,Client 2,
US5007541064,Fund 97,Fund 97,Sale,,2000,,89.28,5-11-2017,USD,Client 2,
US5007541064,Fund 97,Fund 97,Purchase,1300,,,29.06,5-28-2019,USD,Client 2,
US5007541064,Fund 97,Fund 97,End Holdings,,,9801,,11-5-2019,USD,Client 2,
US5007541064,Fund 98,Fund 98,Beginning Holdings,,,3966,,11-5-2015,USD,Client 2,
US5007541064,Fund 98,Fund 98,Sale,,3966,,89.077472999999998,7-1-2016,USD,Client 2,
US5007541064,Fund 98,Fund 98,Purchase,3752,,,32.982246000000004,3-6-2019,USD,Client 2,
US5007541064,Fund 98,Fund 98,Purchase,13165,,,32.869363,11-5-2019,USD,Client 2,
US5007541064,Fund 98,Fund 98,End Holdings,,,16917,,11-5-2019,USD,Client 2,
US5007541064,Fund 100,Fund 100,Beginning Holdings,,,0,,11-5-2015,USD,Client 2,
US5007541064,Fund 100,Fund 100,Purchase,1703,,,89.069199999999995,9-8-2016,USD,Client 2,
US5007541064,Fund 100,Fund 100,Sale,,1190,,79.58,11-8-2017,USD,Client 2,
US5007541064,Fund 100,Fund 100,Sale,,513,,81.92,12-4-2017,USD,Client 2,
US5007541064,Fund 100,Fund 100,End Holdings,,,0,,11-5-2019,USD,Client 2,
US5007541064,Fund 102,Fund 102,Beginning Holdings,,,8017,,11-5-2015,USD,Client 2,
US5007541064,Fund 102,Fund 102,Sale,,259,,83.19,5-31-2016,USD,Client 2,
US5007541064,Fund 102,Fund 102,Sale,,303,,88.9,8-25-2016,USD,Client 2,
US5007541064,Fund 102,Fund 102,Sale,,440,,87.92,1-17-2017,USD,Client 2,
US5007541064,Fund 102,Fund 102,Purchase,222,,,91.53,3-9-2017,USD,Client 2,
US5007541064,Fund 102,Fund 102,Purchase,404,,,89,5-1-2017,USD,Client 2,
US5007541064,Fund 102,Fund 102,Sale,,600,,78.42,1-29-2018,USD,Client 2,
US5007541064,Fund 102,Fund 102,Purchase,1624,,,30.69,7-8-2019,USD,Client 2,
US5007541064,Fund 102,Fund 102,End Holdings,,,8665,,11-5-2019,USD,Client 2,
US5007541064,Fund 103,Fund 103,Beginning Holdings,,,1278,,11-5-2015,USD,Client 2,
US5007541064,Fund 103,Fund 103,Purchase,300,,,78.53,4-1-2016,USD,Client 2,
US5007541064,Fund 103,Fund 103,Sale,,600,,89.45,5-15-2017,USD,Client 2,
US5007541064,Fund 103,Fund 103,Sale,,137,,77.55,11-1-2017,USD,Client 2,
US5007541064,Fund 103,Fund 103,Purchase,339,,,78.569999999999993,2-1-2018,USD,Client 2,
US5007541064,Fund 103,Fund 103,Sale,,239,,54.2,5-2-2018,USD,Client 2,
US5007541064,Fund 103,Fund 103,Purchase,181,,,55.66,9-25-2018,USD,Client 2,
US5007541064,Fund 103,Fund 103,End Holdings,,,1122,,11-5-2019,USD,Client 2,
US5007541064,Fund 104,Fund 104,Beginning Holdings,,,3810,,11-5-2015,USD,Client 2,
US5007541064,Fund 104,Fund 104,Sale,,3810,,73.671800000000005,12-29-2015,USD,Client 2,
US5007541064,Fund 104,Fund 104,End Holdings,,,0,,11-5-2019,USD,Client 2,
US5007541064,Fund 105,Fund 105,Beginning Holdings,,,0,,11-5-2015,USD,Client 2,
US5007541064,Fund 105,Fund 105,Purchase,18672,,,81.400000000000006,9-18-2017,USD,Client 2,
US5007541064,Fund 105,Fund 105,Purchase,2388,,,81.400000000000006,9-18-2017,USD,Client 2,
US5007541064,Fund 105,Fund 105,Sale,,998,,79.930000000000007,11-20-2017,USD,Client 2,
US5007541064,Fund 105,Fund 105,Purchase,1461,,,62.14,6-19-2018,USD,Client 2,
US5007541064,Fund 105,Fund 105,Sale,,1332,,63.21,6-26-2018,USD,Client 2,
US5007541064,Fund 105,Fund 105,End Holdings,,,20191,,11-5-2019,USD,Client 2,
US5007541064,Fund 106,Fund 106,Beginning Holdings,,,0,,11-5-2015,USD,Client 2,
US5007541064,Fund 106,Fund 106,Purchase,32662,,,91.25,3-27-2017,USD,Client 2,
US5007541064,Fund 106,Fund 106,Sale,,15755,,91.22,4-4-2017,USD,Client 2,
US5007541064,Fund 106,Fund 106,Sale,,1706,,77.3,10-27-2017,USD,Client 2,
US5007541064,Fund 106,Fund 106,Purchase,1471,,,78.497799999999998,1-9-2018,USD,Client 2,
US5007541064,Fund 106,Fund 106,Sale,,1989,,57.33,4-26-2018,USD,Client 2,
US5007541064,Fund 106,Fund 106,Purchase,2048,,,54.47,10-15-2018,USD,Client 2,
US5007541064,Fund 106,Fund 106,Purchase,3821,,,29.62,9-16-2019,USD,Client 2,
US5007541064,Fund 106,Fund 106,End Holdings,,,20552,,11-5-2019,USD,Client 2,
US5007541064,Fund 107,Fund 107,Beginning Holdings,,,875,,11-5-2015,USD,Client 2,
US5007541064,Fund 107,Fund 107,Purchase,900,,,72.11,2-10-2016,USD,Client 2,
US5007541064,Fund 107,Fund 107,Sale,,100,,87.32,12-30-2016,USD,Client 2,
US5007541064,Fund 107,Fund 107,Sale,,233,,81.37,11-30-2017,USD,Client 2,
US5007541064,Fund 107,Fund 107,Purchase,154,,,61.37,3-28-2018,USD,Client 2,
US5007541064,Fund 107,Fund 107,Sale,,150,,62.82,6-29-2018,USD,Client 2,
US5007541064,Fund 107,Fund 107,Purchase,285,,,58.97,9-14-2018,USD,Client 2,
US5007541064,Fund 107,Fund 107,Purchase,240,,,43.57,12-28-2018,USD,Client 2,
US5007541064,Fund 107,Fund 107,End Holdings,,,1971,,11-5-2019,USD,Client 2,
US5007541064,Fund 110,Fund 110,Beginning Holdings,,,0,,11-5-2015,USD,Client 2,
US5007541064,Fund 110,Fund 110,Purchase,25000,,,84.682100000000005,12-14-2016,USD,Client 2,
US5007541064,Fund 110,Fund 110,Sale,,25000,,95.19,2-17-2017,USD,Client 2,
US5007541064,Fund 110,Fund 110,End Holdings,,,0,,11-5-2019,USD,Client 2,
US5007541064,Fund 111,Fund 111,Beginning Holdings,,,33400,,11-5-2015,USD,Client 2,
US5007541064,Fund 111,Fund 111,Purchase,4500,,,71.92,12-17-2015,USD,Client 2,
US5007541064,Fund 111,Fund 111,Purchase,2600,,,74.239999999999995,2-17-2016,USD,Client 2,
US5007541064,Fund 111,Fund 111,Purchase,700,,,77.569999999999993,3-14-2016,USD,Client 2,
US5007541064,Fund 111,Fund 111,Purchase,800,,,88.75,8-8-2016,USD,Client 2,
US5007541064,Fund 111,Fund 111,Sale,,3300,,88.8,1-23-2017,USD,Client 2,
US5007541064,Fund 111,Fund 111,Purchase,2700,,,77.760000000000005,12-29-2017,USD,Client 2,
US5007541064,Fund 111,Fund 111,Sale,,3000,,58.06,5-17-2018,USD,Client 2,
US5007541064,Fund 111,Fund 111,End Holdings,,,38400,,11-5-2019,USD,Client 2,
US5007541064,Fund 113,Fund 113,Beginning Holdings,,,37052,,11-5-2015,USD,Client 2,
US5007541064,Fund 113,Fund 113,Purchase,3211,,,70.17,1-19-2016,USD,Client 2,
US5007541064,Fund 113,Fund 113,Purchase,4037,,,73.45,2-18-2016,USD,Client 2,
US5007541064,Fund 113,Fund 113,Purchase,3482,,,85.98,12-20-2016,USD,Client 2,
US5007541064,Fund 113,Fund 113,Sale,,4914,,88.95,1-20-2017,USD,Client 2,
US5007541064,Fund 113,Fund 113,Purchase,2731,,,92.2,5-31-2017,USD,Client 2,
US5007541064,Fund 113,Fund 113,Purchase,683,,,92.2,5-31-2017,USD,Client 2,
US5007541064,Fund 113,Fund 113,Purchase,6980,,,25.515799999999999,8-29-2019,USD,Client 2,
US5007541064,Fund 113,Fund 113,End Holdings,,,53262,,11-5-2019,USD,Client 2,
US5007541064,Fund 116,Fund 116,Beginning Holdings,,,15700,,11-5-2015,USD,Client 2,
US5007541064,Fund 116,Fund 116,Sale,,6200,,78.900000000000006,3-30-2016,USD,Client 2,
US5007541064,Fund 116,Fund 116,Sale,,3900,,83.19,5-31-2016,USD,Client 2,
US5007541064,Fund 116,Fund 116,Sale,,5600,,86.39,7-29-2016,USD,Client 2,
US5007541064,Fund 116,Fund 116,End Holdings,,,0,,11-5-2019,USD,Client 2,
US5007541064,Fund 119,Fund 119,Beginning Holdings,,,1000,,11-5-2015,USD,Client 2,
US5007541064,Fund 119,Fund 119,Purchase,1400,,,92.573178999999996,5-30-2017,USD,Client 2,
US5007541064,Fund 119,Fund 119,Purchase,1763,,,57.077119000000003,10-8-2018,USD,Client 2,
US5007541064,Fund 119,Fund 119,End Holdings,,,4163,,11-5-2019,USD,Client 2,
US5007541064,Fund 122,Fund 122,Beginning Holdings,,,724,,11-5-2015,USD,Client 2,
US5007541064,Fund 122,Fund 122,Purchase,445,,,70.67,12-18-2015,USD,Client 2,
US5007541064,Fund 122,Fund 122,Purchase,439,,,76.16,1-28-2016,USD,Client 2,
US5007541064,Fund 122,Fund 122,Sale,,1608,,78.099999999999994,4-22-2016,USD,Client 2,
US5007541064,Fund 122,Fund 122,End Holdings,,,0,,11-5-2019,USD,Client 2,
US5007541064,Fund 125,Fund 125,Beginning Holdings,,,14273,,11-5-2015,USD,Client 2,
US5007541064,Fund 125,Fund 125,Sale,,2167,,77.486687000000003,4-7-2016,USD,Client 2,
US5007541064,Fund 125,Fund 125,Sale,,224,,89.454329999999999,9-30-2016,USD,Client 2,
US5007541064,Fund 125,Fund 125,Sale,,1018,,90.776572000000002,3-31-2017,USD,Client 2,
US5007541064,Fund 125,Fund 125,Sale,,100,,85.759799999999998,6-30-2017,USD,Client 2,
US5007541064,Fund 125,Fund 125,Sale,,561,,60.75,4-19-2018,USD,Client 2,
US5007541064,Fund 125,Fund 125,Purchase,703,,,55.66,10-30-2018,USD,Client 2,
US5007541064,Fund 125,Fund 125,Purchase,2271,,,46.831600000000002,1-30-2019,USD,Client 2,
US5007541064,Fund 125,Fund 125,Sale,,8042,,31.87,7-31-2019,USD,Client 2,
US5007541064,Fund 125,Fund 125,Purchase,4495,,,28.15,9-19-2019,USD,Client 2,
US5007541064,Fund 125,Fund 125,End Holdings,,,9630,,11-5-2019,USD,Client 2,
US5007541064,Fund 126,Fund 126,Beginning Holdings,,,0,,11-5-2015,USD,Client 2,
US5007541064,Fund 126,Fund 126,Purchase,7000,,,65.480356,3-16-2018,USD,Client 2,
US5007541064,Fund 126,Fund 126,Purchase,7000,,,65.493414999999999,3-16-2018,USD,Client 2,
US5007541064,Fund 126,Fund 126,Sale,,7000,,65.480356,3-16-2018,USD,Client 2,
US5007541064,Fund 126,Fund 126,Purchase,8800,,,60.779837000000001,4-13-2018,USD,Client 2,
US5007541064,Fund 126,Fund 126,Sale,,3800,,64.023157999999995,7-6-2018,USD,Client 2,
US5007541064,Fund 126,Fund 126,Purchase,6300,,,60.428272999999997,7-23-2018,USD,Client 2,
US5007541064,Fund 126,Fund 126,Purchase,3900,,,54.709009000000002,9-28-2018,USD,Client 2,
US5007541064,Fund 126,Fund 126,Sale,,9000,,55.905631,10-18-2018,USD,Client 2,
US5007541064,Fund 126,Fund 126,Sale,,2200,,55.705680000000001,10-29-2018,USD,Client 2,
US5007541064,Fund 126,Fund 126,Purchase,5600,,,54.210425999999998,10-31-2018,USD,Client 2,
US5007541064,Fund 126,Fund 126,Sale,,3600,,53.252493999999999,11-6-2018,USD,Client 2,
US5007541064,Fund 126,Fund 126,Sale,,4200,,53.899403,11-12-2018,USD,Client 2,
US5007541064,Fund 126,Fund 126,Purchase,6200,,,32.722462999999998,4-24-2019,USD,Client 2,
US5007541064,Fund 126,Fund 126,Purchase,6000,,,25.310410999999998,8-14-2019,USD,Client 2,
US5007541064,Fund 126,Fund 126,End Holdings,,,21000,,11-5-2019,USD,Client 2,
US5007541064,Fund 127,Fund 127,Beginning Holdings,,,9200,,11-5-2015,USD,Client 2,
US5007541064,Fund 127,Fund 127,Sale,,9200,,91.123999999999995,5-22-2017,USD,Client 2,
US5007541064,Fund 127,Fund 127,End Holdings,,,0,,11-5-2019,USD,Client 2,
US5007541064,Fund 129,Fund 129,Beginning Holdings,,,80652,,11-5-2015,USD,Client 2,
US5007541064,Fund 129,Fund 129,Purchase,4400,,,69.2,1-15-2016,USD,Client 2,
US5007541064,Fund 129,Fund 129,Purchase,5000,,,76.16,1-28-2016,USD,Client 2,
US5007541064,Fund 129,Fund 129,Purchase,4000,,,89.55,9-28-2016,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,3700,,87.57,12-23-2016,USD,Client 2,
US5007541064,Fund 129,Fund 129,Purchase,7400,,,89.41,1-26-2017,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,4000,,93.36,2-22-2017,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,3600,,90.81,3-31-2017,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,4200,,89.41,6-16-2017,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,3500,,87.46,7-31-2017,USD,Client 2,
US5007541064,Fund 129,Fund 129,Purchase,4100,,,77.33,10-31-2017,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,4100,,81.37,11-30-2017,USD,Client 2,
US5007541064,Fund 129,Fund 129,Purchase,5300,,,62.29,3-29-2018,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,8800,,57.66,4-27-2018,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,11400,,56.38,4-30-2018,USD,Client 2,
US5007541064,Fund 129,Fund 129,Purchase,4800,,,57.92,6-6-2018,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,10500,,62.82,6-29-2018,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,4000,,60.25,7-31-2018,USD,Client 2,
US5007541064,Fund 129,Fund 129,Purchase,3991,,,54.97,10-31-2018,USD,Client 2,
US5007541064,Fund 129,Fund 129,Purchase,4960,,,44.85,12-20-2018,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,4892,,48.06,1-31-2019,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,4480,,47.76,2-1-2019,USD,Client 2,
US5007541064,Fund 129,Fund 129,Sale,,5990,,32.1,3-8-2019,USD,Client 2,
US5007541064,Fund 129,Fund 129,Purchase,7207,,,27.65,5-31-2019,USD,Client 2,
US5007541064,Fund 129,Fund 129,Purchase,8819,,,25.52,8-30-2019,USD,Client 2,
US5007541064,Fund 129,Fund 129,End Holdings,,,67467,,11-5-2019,USD,Client 2,
